11	Amerika Serikat Aktifkan Sistem Rudal Perlindungan Eropa	"Kapal perang Amerika, Donald Cook - tampak di perairan Polandia bulan lalu - dilengkapi dengan sistem Aegis. Amerika Serikat akan mengaktifkan pangkalan pertahanan rudal darat di Rumania yang nantinya merupakan bagian dari sistem perisai perlindungan Eropa yang lebih besar dan kontroversial. Pejabat senior AS dan NATO akan meresmikannya dalam suatu upacara di Deveselu, Rumania selatan. AS mengatakan sistem Aegis adalah sistem perisai untuk melindungi NATO dari rudal jarak pendek dan jarak menengah, terutama dari Timur Tengah. Dengan sistem ini, rudal yang datang menyerang akan dihancurkan di luar angkasa, sebelum kembali memasuki atmosfer Bumi. Tetapi Rusia melihatnya sebagai ancaman keamanan - klaim yang dibantah oleh NATO. Hubungan antara Barat dan Rusia memburuk sejak aneksasi semenanjung Krimea oleh Rusia dari Ukraina pada tahun 2014. Rusia juga dituduh mempersenjatai separatis di Ukraina timur dan mengirim pasukannya - klaim yang dibantah oleh Kremlin. 'Keputusan berbahaya' Sejak tahun 2013, AS diyakini telah menghabiskan U$800juta (lebih dari Rp1 triliun) untuk radar dan rudal pencegat SM-2. Stasiun pertahanan itu akan memiliki rudal pencegat SM-2. Sistem pertahanan rudal AS-Korsel 'ancaman' bagi Cina Akibat salah kirim, rudal milik Amerika Serikat berada di Kuba Angkatan Udara Rusia gelar latihan besar-besaran Para pejabat NATO dan AS mengatakan sistem itu telah dikembangkan untuk melacak dan mencegat rudal yang diluncurkan dari negara 'kacau.' Di masa lalu Iran disebutkan dalam konteks itu, tapi Korea Utara juga disebut-sebut. Selama bertahun-tahun AS juga menguji sistem Aegis pada kapal perang. Para pejabat juga menekankan sistem perisai itu tidak ditujukan bagi Rusia. ""Baik AS maupun NATO telah menegaskan bahwa sistem ini tidak dirancang untuk atau mampu merusak kemampuan sistem penangkalan strategis Rusia,"" kata Asisten Menteri Luar Negeri AS Frank Rose, Rabu (11/05). Kementerian Luar Negeri Rusia memperingatkan pada hari Rabu bahwa sistem itu melanggar traktat negara-negara nuklir. ""Keputusan ini berbahaya dan keliru, karena sistem itu mampu merusak stabilitas strategis,"" kata Mikhail Ulyanov, kepala departemen proliferasi dan pengawasan senjata Kementerian Luar Negeri Rusia. Pada hari Jumat (13/05), tahap lain dari proyek ini akan diluncurkan di Polandia dengan peletakan batu pertama di Redzikowo, dekat Laut Baltik. Rudal Aegis akan mulai beroperasi di sana pada tahun 2018. ""Dari sudut pandang kami ini adalah pelanggaran Traktat Rudal Nuklir Jarak menengah tahun 1987,"" katanya."
12	Sikap Donald Trump tentang 'Pencekalan bagi Muslim' Melunak	"Kandidat presiden dari Partai Republik Donald Trump tampaknya telah melunakkan sikapnya pada gagasan mencekal sementara orang Islam yang mau berkunjung ke AS. Menanggapi pernyataan Walikota London Sadiq Khan, dalam percakapan dengan Fox News Radio, Trump mengatakan bahwa larangan itu 'sekadar saran.' Sadid Khan yang baru terpilih sebagai walikota London sebelumnya menyatakan bahwa ia tidak akan dapat melakukan perjalanan ke AS di bawah pemerintahan Trump karena agamanya Islam. Trump sempat mengatakan untuk 'pengecualian' bagi Khan. Donald Trump akan beri pengecualian bagi Wali Kota London Sadiq Khan Sadiq Khan, wali kota Muslim pertama London Selamat dari Ahok dan wali kota dunia untuk Sadiq Khan Khan menolak tawaran Trump, mengatakan pandangan New York pengusaha New York itu 'ngawur' dan akan membuat Inggris dan AS 'lebih tidak aman.' Trump mengusulkan dilarangnya Muslim memasuki AS setelah serangan di Paris yang menewaskan 130 orang tahun lalu. Larangan yang dicetuskan Trump menuai banyak kritik, baik di Amerika Serikat maupun luar negeri. Namun Trump tetap teguh dengan usulannya. Alasan Trump, aturan tersebut diperlukan guna memastikan keamanan di AS. ""Itu sekadar pencekalan sementara, belum dipastikan,"" kata Trump, Rabu (12/5). ""Ini sekadar usulan saja hingga kita tahu pasti apa yang terjadi sebenarnya,"" tambah Trump. Melunaknya sikap Trump, seiring dengan makin pastinya miliuner ini menjadi calon presiden dari Partai Republik, setelah semua calon lain mengundurkan diri karena hasil-hasil sementara pemilihan pendahuluan menunjukkan Trump tak bisa lagi dilampaui. Namun sangat banyak tokoh penting Partai Republik, termasuk dua Bush bekas presiden, George H Bush dan George W Bush, bekas calon presiden Mitt Romney dan John McCain, serta Ketua DPR AS, Paul Ryan. Khan - anak seorang imigran Pakistan - adalah wali kota Muslim pertama di London, setelah mengalahkan saingan terdekatnya dari Partai Konservatif, Zac Goldsmith. Walikota baru asal Partai Buruh ini memperoleh suara sebanyak 994.614, dari 1.310.143 pemilih, ""Saya ingin pergi ke Amerika untuk bertemu dan bertukar pikiran dengan wali kota-wali kota Amerika,"" kata Khan kepada majalahTime . ""Namun, jika Donald Trump menjadi presiden, maka saya tidak akan pergi ke sana karena agama saya."""
13	Presiden Brasil Dilma Rousseff Diberhentikan Sementara	"Rousseff menjabat sebagai presiden pertama kali pada Januari 2011 dan memulai masa jabatan kedua pada 2015. Senat Brasil memutuskan untuk memakzulkan Presiden Dilma Rousseff, setelah sidang semalam suntuk dengan perbandingan 55 suara mendukung dan 22 menolak. Dengan keputusan Senat Brasil pada Kamis (12/05) itu maka dengan serta merta Dilma Rousseff diberhentikan sementara sebagai presiden. Wakil Presiden Michel Temer, 75, menggantikannya sebagai kepala negara sementara. Ia mempunyai latar belakang sebagai dosen hukum dan berdarah Lebanon. Krisis politik Brasil 'belum segera' berakhir Pendukung Dilma Rousseff turun ke jalanan 'Tembok Pemakzulan' di ibukota Brasil Rousseff, presiden perempuan pertama Brasil, selanjutnya akan menjalani sidang pemakzulan terkait tuduhan bahwa ia memanipulasi data keuangan untuk menutup-nutupi defisit anggaran menjelang pemilihan presiden yang dimenangkannya kembali pada tahun 2014. Michel Temer Michel Temer menjadi presiden interim Brasil selama Roussef diberhentikan sementara. Ia menepis keras tudingan itu. Ditambahkannya bahwa segala upaya untuk menggulingkannya sebagai ""kudeta"". Sidang pemakzulan diperkirakan bisa berlangsung sampai 180 hari. Artinya, Roussef mungkin masih dalam periode diberhentikan sementara ketika pesta olahraga akbar Olimpiade dibuka di Rio de Janeiro pada 5 Agustus."
14	Krisis Politik Brasil 'Belum Segera' Berakhir	"Liston P Siregar Wartawan BBC Indonesia Di tengah-tengah krisis politik yang melanda Brasil, yang sejauh ini bermuara pada upaya pemakzulan Presiden Dilma Rousseff di Senat, para pendukung dan penentangnya aktif turun ke jalan. Untuk mencegah kedua kubu bertemu secara langsung, pihak keamanan sampai mendirikan pemisah di ibukota Brasilia, seperti dijelaskan Febrizki Bagja Mukti, Sekretaris Pertama Politik KBRI Brasilia. ""Di jalan utamanya ada dibuat pagar dari seng dan besi oleh polisi untuk memisahkan kelompok pendukung dan yang menolak pemakzulan. Sampai istilahnya itu kalau di Jerman dulu ada Tembok Berlin, ini namanya Tembok Pemakzulan,"" katanya. Pendukung Dilma Rousseff turun ke jalanan Presiden Brasil kalah dalam mosi pemakzulan di parlemen Warga Brasil gelar aksi menuntut mundur Presiden Rousseff Bagaimanapun Febrizki Bagja Mukti mengamati perbedaan pendapat di kalangan masyarakat tidak sampai terasa dalam kehidupan sehari-hari. ""Kalau komentar di artikel online atau blog internet, di situ lebih terasa masyarakat terpecah, ada yang mendukung dan menolak. Tapi kalau dalam kehidupan sehari-hari sebenarnya relatif normal, orang tetap bekerja seperti biasa."" Febriski Bagja Mukti Febrizki Bagja Mukti mengamati perbedaan politik di Brasil tidak sampai terbawa dalam kehidupan sehari-hari. Proses pemakzulan Presiden Rousseff di Brasil ini merupakan salah satu titik dari krisis politik yang sudah berlangsung selama beberapa waktu. Jika Senat kemudian memutuskan upaya pemakzulan diteruskan, maka Presiden Presiden Dilma Rousseff akan diberhentikan sementara selama 180 hari atau selama masa persidangan penuh. Dan tampaknya hasil di Senat tidak akan langsung bisa menstabilkan politik Brazil. ""Karena kalau, misalnya, Presiden Dilma Rousseff dimakzulkan maka akan dinonaktifkan untuk sementara dan Wakil Presiden Michel Temer menjadi pelaksana tugas presiden. Namun Wapres Michel Temer juga disebut-sebut dalam kasus korupsi Petrobras. Jadi saya rasa posisi Wapres Temer ketika memegang pemeritahan sementara akan rentan untuk digoyang,"" jelas Febrizki Bagja Mukti. Presiden Dilma Rousseff Presiden Rousseff membantah memanipulasi anggaran negara. Krisis politik Brasil ini terjadi ketika perekonomiannya sedang terpuruk dengan pertumbuhan ekonomi negatif dan inflasi yang sangat tinggi. Namun pelaku pasar menanggapi positif upaya pemakzulan Presiden Rousseff dengan nilai mata uangnya menguat US$1 sebesar 3,4 real Brasil padahal beberapa pekan sebelum pemakzulan, nilai US1$ mencapai sampai 4 real Brasil. Sementara nilai dua tahun lalu US$1 = 2,2 real Brasil. ""Mungkin saja hanya sesaat karena kalau nanti Wapres Michel Temer naik jadi pelaksana presiden, kita tidak bisa tahu apa yang terjadi,"" tambah Febrizki. Presiden Rousseff dalam proses pemakzulan dituduh melanggar undang-undang fiskal, tidak mampu memimpin, dan salah mengelola ekonomi. Dia sudah membantah tegas tuduhan memanipulasi anggaran negara."
15	"Dituduh Negara Terkorup, Nigeria Minta Inggris Kembalikan Aset"	"Muhammadu Buhari naik ke puncak kekuasaan tahun lalu setelah berkampanye untuk memberantas korupsi. Pernyataan Perdana Menteri Inggris David Cameron yang menyebut Nigeria dan Afghanistan sebagai negara yang luar biasa korup di dunia mendominasi pertemuan puncak korupsi Negara-negara Persemakmuran di London pada Rabu (11/05). Alih-alih menuntut permintaan maaf dari PM Inggris, Presiden Nigeria Muhammadu Buhari mengatakan pihaknya meminta Inggris mengembalikan aset-aset curian yang disimpan di berbagai bank Inggris. ""Saya tidak akan menuntut permintaan maaf dari siapa pun. Yang saya tuntut adalah pengembalian aset-aset,"" kata Buhari di hadapan delegasi. PM Inggris: Nigeria dan Afghanistan adalah negara terkorup Mantan menteri Nigeria 'tumpuk perhiasan' di rumah Ketika ditanya apakah Nigeria bisa disebut sebagai negara yang ""luar biasa korup"", Presiden Muhammadu Buhari, tak menampiknya dengan mengatakan, "" Ya."" Ia dipilih dalam pemilihan presiden tahun lalu dengan janji memberantas korupsi yan sudah merajalela di Nigeria. David Cameron, Ratu Elizabeth dan Justin Welby Uskup Agung Gereja Anglikan Justin Welby terdengar meluruskan bahwa presiden Nigeria secara pribadi tidak korup. Sebelumnya, Cameron terekam kamera ketika melakukan pembicaraan pribadi dengan Ratu Elizabeth II. ""Inggris akan kedatangan beberapa pemimpin dari negara-negara yang luar biasa korup... Nigeria dan Afghanistan, mungkin dua negara yang paling korup di dunia."" Adapun Kedutaan Besar Afghanistan di London menyebut pernyataan PM David Cameron tak adil. Disebutkan bahwa pemberantasan korupsi menjadi salah satu prioritas Presiden Ashraf Ghani dan aksi ""tegas"" sudah dilakukan."
16	Pemimpin Partai Islam Bangladesh Dieksekusi Mati atas Kejahatan Perang	"Motiur Rahman Nizami tidak mau mengajukan grasi kepada presiden. Pemimpin partai Islam terbesar di Bangladesh dieksekusi atas kejahatan perang. Pihak berwenang mengatakan Motiur Rahman Nizami digantung di Penjara Pusat di ibu kota, Dhaka, pada Selasa (10/05). Sebelumnya Menteri Dalam Negeri Asaduzzaman Khan mengatakan pemimpin Partai Jamaat-e-Islami itu menolak untuk mengajukan permohonan grasi presiden. Nizami, 73, dinyatakan bersalah dalam kasus kejahatan perang terhadap kemanusiaan selama perang kemerdekaan Bangladesh dari Pakistan pada 1971. Tersangka pembunuh 'penghina' Nabi Muhammad diproses di Bangladesh Militan terkait al-Qaida membunuh dua aktivis gay Bangladesh Upaya hukum terakhir Nizami untuk hindari hukuman mati gagal Eksekusi dilaksanakan setelah pada Senin Mahkamah Agung menolak banding terakhir untuk meninjau kembali hukuman mati yang dijatuhkan kepada Nizami. Para pendukung Mahkamah Kejahatan Perang Para pendukung Mahkamah Kejahatan Perang menyambut eksekusi Nizami. Wartawan BBC di Dhaka, Akbar Hossain, melaporkan bahwa Motiur Rahamn Nizami adalah pentolan kelima Partai Jamaat-e-Islami yang menjalani hukuman mati selama beberapa tahun belakangan. Kubu pendukung Pengadilan Kejahatan Perang menyambut hukuman mati atas Motiur Rahman Nizami, namun kubu pendukung Nizami berkeyakinan bahwa pengadilan ini dibentuk atas dasar motif politik."
17	"Pada Ratu Elizabeth, PM Inggris 'Ejek' Nigeria dan Afghanistan Negara Terkorup"	"Uskup Agung Gereja Anglikan, Justin Welby, terdengar membantah David Cameron soal presiden Nigeria. Perdana Menteri Inggris, David Cameron, terekam kamera saat 'mengejek negara-negara Afrika yang korup' dalam pembicaraan dengan Ratu Elizabeth II. Kepada Ratu, dia mengatakan negara-negara yang terkenal akan datang ke Inggris untuk menghadiri pertemuan puncak antikorupsi pada Rabu (11/05). ""Ada beberapa pemimpin dari negara-negara yang korupsinya hebat yang akan datang ke Inggris,"" katanya kepada Ratu Elizabeth di Istana Buckingham, Selasa (10/05), dan terekam oleh kamera. David Cameron ungkap dokumen pembayaran pajak Warga Inggris turut ramaikan ulang tahun Ratu Elizabeth II Cameron: Properti Inggris bukan tempat pencucian uang ""Nigeria dan Afghanistan, mungkin dua negara yang paling korup di dunia,"" tambahnya. Presiden Nigeria, Muhammadu Buhari Presiden Muhammadu Buhari berupaya memberantas korupsi di Nigeria. Percakapan dengan Ratu -yang mestinya bersifat pribadi dan tidak untuk umum tersebut- didengar juga oleh Pemimpin Gereja Anglikan Inggris, Uskup Agung Justin Welby, yang terdengar membela Presiden Nigeria, Muhammadu Buhari, yang dikatakan tidak korup. Cameron kemudian menanggapi setuju dengan mengatakan, ""Dia benar-benar berupaya,"" sementara Ratu megatakan kepada Welby, ""Dia berupaya, begitukan?"" Presiden Muhammadu Buhari -yang bertekad memberantas koprusi di negaranya- dan Presiden Afghanistan, Ashraf Ghani, termasuk sederatan pemimpin yang akan hadir dalam pertemuan puncak antikorupsi di London. Seorang juru bicara kantor perdana menteri mengatakan tidak akan memberi komentar terkait percakapan pribadi namun menyebutkan bahwa baik Buhari maupun Ghani ""menyadari skala tantangan korupsi yang mereka hadapi di negara mereka""."
18	Ratu Elizabeth II Terekam Mengatakan Pejabat China Sangat Kasar	"Ratu Elizabeth II dan Pangeran Philip menerima Presiden Xi Jinping dan isterinya, Peng Liyuan di Buckingham beberapa waktu lalu. Ratu Inggris Elizabeth II terekam kamera mengatakan bahwa para pejabat Cina ""sangat kasar"" saat menerima kunjungan kenegaraan Presiden Xi Jinping tahun lalu. Sri Ratu berbicara dengan seorang perwira polisi senior di sebuah pesta taman Istana Buckingham, Rabu (11/5) membicarakan perlakuan China terhadap duta besar Inggris untuk China. Hal ini terjadi setelah Perdana Menteri David Cameron terdengar mengatakan bahwa Afghanistan dan Nigeria adalah negara yang 'korupnya luar biasa.' Buckingham Palace mengatakan kunjungan kenegaraan pemimpin China itu 'sangat sukses.' Undangan kepada Presiden Xi adalah bagian dari kebijakan pemerintah untuk menarik investasi China. PM Inggris: Nigeria dan Afghanistan adalah negara terkorup Ratu Elizabeth II, penguasa kerajaan Inggris terlama Pernyataan Ratu terekam kamera pada hari Selasa, ketika ia diperkenalkan kepada Komandan Polisi Metropolitan Lodon, Lucy D'Orsi, yang dikatakan pada Ratu, menangani keamanan selama kunjungan Presiden Xi ke Inggris pada bulan Oktober. Sang Ratu terdengar mengatakan: ""Oh, sungguh nahas."" 'Luar biasa' Seorang pejabat melanjutkan dengan mengatakan kepada Ratu bahwa Komandan D'Orsi telah ""amat sangat disepelekan oleh rombongan China, tapi dia berhasil menahan diri dan tetap menjaga wibawanya."" Komandan D'Orsi mengatakan kepada Ratu: ""Saya merupakan Gold Commander saat itu jadi saya tak paham jika Sri Ratu mengetahuinya, namun itu sungguh saat yang sangat menguji saya..."" ""Saya tahu,"" kata Ratu. ratu_bilang orang_cina_kasar Laporan televisi tentang hal ini diblok di China. Komandan D'Orsi melanjutkan: ""Kejadiannya saat mereka berjalan keluar dari Lancaster House dan mengatakan kepada saya bahwa perjalanan dibatalkan, dan saya merasa ..,"" Ratu mentgatakan: ""Mereka sangat kasar kepada duta besar."" Komandan D'Orsi menjawab: ""Mereka ... sungguh kasar dan kurang diplomatis saya pikir."" Ratu menggambarkannya sebagai 'hal yang luar biasa.' Seorang juru bicara Istana Buckingham kemudian mengatakan: ""Kami tidak mengomentari percakapan pribadi Ratu."" ""Betapapun, kunjungan kenegaraan para pemimpin China sangat sukses dan semua pihak bekerja sama untuk memastikan semuanya berjalan lancar."" Tidak ada reaksi resmi dari pihak berwenang China tetapi liputan disensor di China, dan BBC World TV digelapkan dalam siaran yang melaporkan tentang percakapan itu."
19	"Dituduh Negara Terkorup, Nigeria Minta Inggris Kembalikan Aset"	"Muhammadu Buhari naik ke puncak kekuasaan tahun lalu setelah berkampanye untuk memberantas korupsi. Pernyataan Perdana Menteri Inggris David Cameron yang menyebut Nigeria dan Afghanistan sebagai negara yang luar biasa korup di dunia mendominasi pertemuan puncak korupsi Negara-negara Persemakmuran di London pada Rabu (11/05). Alih-alih menuntut permintaan maaf dari PM Inggris, Presiden Nigeria Muhammadu Buhari mengatakan pihaknya meminta Inggris mengembalikan aset-aset curian yang disimpan di berbagai bank Inggris. ""Saya tidak akan menuntut permintaan maaf dari siapa pun. Yang saya tuntut adalah pengembalian aset-aset,"" kata Buhari di hadapan delegasi. PM Inggris: Nigeria dan Afghanistan adalah negara terkorup Mantan menteri Nigeria 'tumpuk perhiasan' di rumah Ketika ditanya apakah Nigeria bisa disebut sebagai negara yang ""luar biasa korup"", Presiden Muhammadu Buhari, tak menampiknya dengan mengatakan, "" Ya."" Ia dipilih dalam pemilihan presiden tahun lalu dengan janji memberantas korupsi yan sudah merajalela di Nigeria. David Cameron, Ratu Elizabeth dan Justin Welby Uskup Agung Gereja Anglikan Justin Welby terdengar meluruskan bahwa presiden Nigeria secara pribadi tidak korup. Sebelumnya, Cameron terekam kamera ketika melakukan pembicaraan pribadi dengan Ratu Elizabeth II. ""Inggris akan kedatangan beberapa pemimpin dari negara-negara yang luar biasa korup... Nigeria dan Afghanistan, mungkin dua negara yang paling korup di dunia."" Adapun Kedutaan Besar Afghanistan di London menyebut pernyataan PM David Cameron tak adil. Disebutkan bahwa pemberantasan korupsi menjadi salah satu prioritas Presiden Ashraf Ghani dan aksi ""tegas"" sudah dilakukan"
20	"Dinonaktifkan dari Jabatan Presiden Brasil, Dilma Rousseff: Ini Kudeta!"	"Brasilia - Presiden Brasil Dilma Rousseff diberhentikan sementara dari jabatannya setelah senat negara itu memutuskan untuk memakzulkannya. Rousseff melawan dan menganggap dia adalah korban kudeta. ""Ini adalah kudeta,"" kata Rousseff kepada wartawan setelah senat memulai sidang pemakzulan terhadapnya. Demikian dilansir CNN, Jumat (13/5/2016). Kurang dari satu jam setelah keputusan pemberhentian sementara disampaikan, Rousseff langsung memberi dua kali pernyataan pers. Yang pertama adalah saat masih di istana kepresidenan, dan setelahnya kepada massa yang berada di luar usai dia meninggalkan istana. ""Saya adalah korban dari ketidakadilan yang besar,"" ujarnya disambut sorak sorai pendukung. Seperti dilansir Reuters, Rousseff diapit oleh puluhan menterinya saat meninggalkan istana kepresidenan. Beberapa menterinya menangis, tetapi perempuan berusia 68 tahun itu tetap diam. ""Saya mungkin membuat kesalahan, tapi saya tidak melakukan kejahatan apapun,"" ucap Rousseff. Dalam pidatonya, Rousseff menegaskan hal-hal yang telah dia pertahankan sejak proses pemakzulan dimulai pada Desember 2015 lalu. Dia menyebut pemakzulan ini sebagai penipuan dan kudeta. ""Saya tidak pernah membayangkan bahwa perlu ada upaya sekali lagi untuk melawan kudeta di negara ini,"" ungkap presiden Brasil sejak 2011 ini. Selama penonaktifan Rousseff, jabatan presiden untuk sementara dijabat oleh Wakil Presiden Brasil Michel Tremer selama 6 bulan. Tremer yang memiliki pengalaman puluhan tahun di kongres, pernah berselisih paham dengan Rousseff tahun lalu. (imk/imk)"
21	"Pelaku ""Bullying"" di SMAN 3 Tak Lulus, Ini Komentar Menteri Anies"	"JAKARTA, KOMPAS.com - Menteri Pendidikan dan Kebudayan Anies Baswedan mengatakan, ketidaklulusan enam siswa SMAN 3 Jakarta lantaran aksi bullying terhadap adik kelasnya merupakan kewenangan pihak sekolah.""Kalau dulu penentu kelulusan adalah ujian nasional, kalau sekarang penentu kelulusan adalah seluruh mata pelajaran dan ditentukan oleh majelis guru di sekolah,"" ujar Anies di Kantor Kemendikbud, Jakarta Selatan, Rabu (11/5/2016).""Jadi pihak sekolah bermusyawarah lalu memutuskan, karena guru yang paling tahu (mengenai siswanya), bukan Mendikbud,"" tambah dia.Menurut Anies, meskipun berdasarkan hasil ujian nasional keenam siswa itu mendapat nilai yang cukup untuk lulus, tetapi berdasarkan sistem pendidikan saat ini, keputusan lulus atau tidaknya seorang siswa diserahkan pada pihak sekolah.""UN enggak ada yang enggak lulus. Itu keputusannya sekolah,"" tuturnya.Sebanyak enam siswa SMAN 3, Jakarta Selatan, yang terlibat dalam aksi bullying atau perundungan terhadap para adik kelas mereka tak diluluskan oleh sekolahnya.Mereka menjadi bagian dari 45 siswa yang tidak lulus ujian tingkat SMA di DKI Jakarta pada tahun ini. (baca: Siswa Pelaku ""Bullying"" di SMAN 3 Tidak Diluluskan)Kepala SMAN 3 Jakarta Selatan, Ratna Budiarti menjelaskan, keputusan tersebut berdasarkan rapat Dewan Guru sebelum pengumuman kelulusan kelas XII atau kelas tiga SMA.""Hasil rapat Dewan Guru memutuskan, sikap mereka yang berenam itu tidak baik karena terjadi pem-bully-an terhadap adik-adiknya sehingga Dewan Guru memutuskan bahwa anak yang terlibat bully itu dinyatakan tidak lulus,"" ujar Ratna saat dihubungi Kompas.com, Senin (9/5/2016).Sikap atau perilaku siswa memang menjadi salah satu kriteria kelulusan selain siswa  menyelesaikan seluruh program pendidikan dan lulus ujian sekolah. Menurut Ratna, siswa yang lulus harus memiliki sikap yang baik.Selain dinyatakan tidak lulus, mereka tidak dapat mengulang sekolah di SMA negeri di Jakarta. Hal tersebut sesuai dengan instruksi dari Dinas Pendidikan DKI Jakarta.Selain mengulang di sekolah swasta, alternatif lain yang dapat dilakukan adalah dengan mengikuti ujian paket C yang setara dengan pendidikan SMA.Bullying yang terjadi di SMAN 3 berawal saat para pelajar kelas XII mengetahui ada pelajar kelas X yang mengunjungi sebuah kafe yang menyuguhkan penampilan DJ. Bagi mereka, para adik kelasnya itu belum pantas pergi ke tempat tersebut.Para pelajar kelas XII kemudian memanggil para pelajar X tersebut. Di sebuah warung di depan sekolahnya, mereka memberikan hukuman kepada adik kelasnya itu.Salah satu bentuknya adalah dengan menjadikan kepala para adik kelasnya itu sebagai asbak rokok."
22	Kemdikbud: Peserta UN Harus Malu Berbuat Curang	"JAKARTA, KOMPAS.com - Kepala Pusat Penilaian Pendidikan (Kapuspendik) Kementerian Pendidikan dan Kebudayaan (Kemdibud) Nizam mengatakan, peserta Ujian Nasional (UN) harus membudayakan malu ketika berbuat curang.""Berintegritas sama halnya dengan malu dalam berbuat curang. Peserta UN harus malu ketika mengerjakan soal ujian berbuat curang atau tidak percaya dengan kemampuan dirinya sendiri,"" ujar Nizam di Jakarta, Selasa (10/5/2016), seperti dikutip Antara.Prestasi sebaik apapun, akan percuma jika tidak dilandasi dengan integritas atau kejujuran. Jika tidak dilandasi integritas, Nizam menyebut bahwa hal itu merupakan prestasi palsu.""Percuma, kalau nilainya tinggi tetapi tidak berintegritas,"" kata Guru Besar Teknik Sipil Universitas Gadjah Mada tersebut.Nizam menyebut, perlu ada upaya bersama untuk membangun mentalitas anticurang atau mentalitas berintegritas.""Sejak dini kita harus menanamkan kepercayaan diri dan menghargai karya sendiri,"" katanya.Sebelumnya, Menteri Pendidikan dan Kebudayaan Anies Baswedan mengumumkan nilai rerata UN tingkat SMA pada 2016 mengalami penurunan dari tahun sebelumnya.""Secara keseluruhan nilai rerata UN tingkat SMA/MA negeri dan swasta mengalami penurunan. Pada tahun sebelumnya, nilai rerata sebanyak 61,29, sementara pada 2016 nilai rerata hanya 54,78,"" ujar Mendikbud.Dengan demikian, terjadi penurunan sebanyak 6,51 poin jika dibandingkan nilai rerata UN tahun sebelumnya.Sementara, untuk hasil UN SMK mengalami penurunan sebanyak 4,45 poin atau dari 62,11 menjadi 57,66 pada 2016.Sembari tersenyum, mantan Rektor Universitas Paramadina itu menambahkan, penurunan tersebut disebabkan tingkat kejujuran yang meningkat.Semakin banyak sekolah yang menggunakan ujian nasional berbasis komputer (UNBK), kisi-kisi UN yang tidak lagi rinci sehingga siswa harus menguasai kompetensi, serta kemungkinan tingkat keseriusan yang menurun."
23	"Ada Tahapan Lagi, Jangan Langsung Puas Sudah Lolos SNMPTN 2016!"	"JAKARTA, KOMPAS.com –Hasil Seleksi Nasional Masuk Perguruan Tinggi Negeri (SNMPTN) 2016, sudah diumumkan pada Senin (9/5/2016) sejak pukul 13.00 WIB. Buat peserta yang dinyatakan lolos, jangan langsung puas. Masih ada tiga tahapan lagi. “Hati-hati, yang sudah selesai adalah proses administrasi. Peserta lolos (SNMPTN 2016) masih harus cetak ulang Kartu Tanda Peserta,” ujar Ketua Umum Panitia SNMPTN 2016, Rochmat Wahab, saat konferensi pers, Senin siang.Kartu tersebut, papar Rochmat, bisa didapatkan dengan mengakses laman resmi SNMPTN 2016. Waktu untuk itu adalah 24-31 Mei 2016.“Setelah cetak kartu, peserta wajib melakukan pendaftaran ulang pada 31 Mei 2016 di Perguruan Tinggi Negeri (PTN) terkait,” kata Rochmat.Terakhir, kata Rochmat, peserta lolos SNMPTN 2016 juga harus mencermati pengumuman dari masing-masing PTN. “Pantau terus pengumumannya. Penuhi ketentuan, syarat, jadwal, dan tempat daftar ulang (registrasi),” imbuh dia.Saat daftar ulang, lanjut Rochmat, peserta lolos SNMPTN 2016 akan diverifikasi segala kebutuhan administrasinya. “Nanti diverifikasi lagi nilai rapornya, sudah benar atau belum,” tegas dia.  Pengumuman hasil SNMPTN pada Senin siang merupakan rangkaian dari proses seleksi yang dilaksanakan pada 24 Maret 2016 sampai 8 Mei 2016. Dari 645.202 peserta terdaftar, hanya 115.178 yang lolos seleksi. Komponen dasar penilaian kelulusan peserta SNMPTN 2016 adalah merujuk nilai rapor sekolah dan prestasi selama siswa menjadi pelajar sekolah menengah atas. Selain jalur SNMPTN murni, ada juga jalur SNMPTN Bidikmisi untuk siswa tak mampu. Berdasarkan rilis panitia, ada 24.506 siswa dari 143.819 pendaftar Bidikmisi yang lolos seleksi jalur ini. “Peserta Bidikmisi juga harus memperhatikan, saat daftar ulang nanti, (mereka) akan diverifikasi) apakah benar-benar berhak mendapat bantuan finansial. Namun, kalaupun ternyata tidak layak (menerima bantuan), status lulusnya tidak hilang kok,” ujar Rochmat.Selain melalui laman resminya di http://pengumuman.snmptn.ac.id, Anda dapat pula melihat hasil seleksi SNMPTN di Kompas.com. Sebagai tambahan informasi, SNMPTN merupakan satu dari tiga jalur masuk ke perguruan tinggi negeri. Dua jalur lain adalah Seleksi Bersama Masuk Perguruan Tinggi Negeri (SBMPTN) dan Jalur Mandiri."
